grammatical_error,punctuation_mark,uppercase_letter,passive_sentence,positive_sentiment,negative_sentiment,positive_emotion,negative_emotion,modal_verb,strong_modal,weak_modal,avg_word_length,avg_sentence_length,log_word_count,fog_index,emotiveness
2,2,0.143,0.0,0.042,0.0,0.0,0.0,0,0,0,6.708,24.0,3.178,9.7,0.154
1,6,0.082,0.0,0.0,0.0,0.0,0.0,0,0,0,4.563,8.0,2.773,3.25,0.333
3,18.0,0.06,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,5.727,44.0,3.784,17.645,0.316
5,18.0,0.113,1.0,0.071,0.024,0.0,0.0,0.0,0.0,0.0,5.81,42.0,3.738,16.848,0.263
0,1.5,0.022,0.5,0.103,0.0,0.0,0.0,0.0,0.0,0.0,5.641,9.75,3.664,3.972,0.3
3,3.5,0.015,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.953,10.75,3.761,4.356,0.476
5,6.0,0.983,0.0,0.062,0.0,0.0,0.0,0.125,0.0,0.125,5.523,32.5,4.174,13.025,0.344
6,3.571,0.122,0.0,0.04,0.0,0.0,0.0,0.286,0.286,0.0,5.34,14.286,4.605,5.754,0.286
1,1.0,0.0,0.5,0.1,0.0,0.0,0.0,1.0,1.0,0.0,3.9,5.0,2.303,2.0,0.25
14,10.0,0.074,0.167,0.054,0.0,0.0,0.0,0.0,0.045,0.0,5.97,27.667,5.112,11.127,0.314
6,72.0,0.264,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.67,100.0,4.605,40.044,0.372
2,3.6,0.023,0.0,0.039,0.01,0.0,0.0,0.154,0.077,0.077,4.971,20.6,4.635,8.298,0.261
6,38.0,0.827,1.0,0.08,0.0,0.0,0.0,0.1,0.0,0.1,5.416,113.0,4.727,45.267,0.269
6,17.0,0.869,0.0,0.086,0.0,0.0,0.0,0.143,0.143,0.0,5.486,35.0,3.555,14.023,0.15
3,4.143,0.205,0.0,0.08,0.0,0.0,0.0,0.111,0.222,0.0,5.268,16.0,4.718,6.471,0.318
7,19.0,0.146,0.25,0.056,0.014,0.0,0.0,0.167,0.167,0.0,5.211,17.75,4.263,7.111,0.185
2,8,0.029,0.0,0.083,0.042,0.0,0.0,0,0,0,5.667,24.0,3.178,9.683,0.25
9,12.333,0.127,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,5.554,30.667,4.522,12.332,0.233
0,6.0,0.017,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,6.263,19.0,2.944,7.705,0.375
1,2.0,0.029,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.833,12.0,2.485,4.9,0.4
4,3.286,0.051,0.429,0.122,0.017,0.0,0.0,0.25,0.167,0.083,4.913,16.429,4.745,6.617,0.4
14,48.0,0.096,1.0,0.129,0.016,0.0,0.0,0.083,0.25,0.0,5.941,186.0,5.226,74.471,0.318
13,8.5,0.053,0.5,0.106,0.0,0.0,0.0,0.0,0.0,0.0,5.644,26.0,4.644,10.469,0.321
8,3.667,0.208,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.965,6.333,4.043,2.596,0.323
6,7.333,0.073,0.167,0.078,0.0,0.0,0.0,0.0,0.333,0.0,4.941,17.0,4.625,6.843,0.295
4,3.4,0.029,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,5.827,10.4,3.951,4.252,0.333
10,15.0,0.11,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,6.88,50.0,3.912,20.064,0.375
6,2.2,0.088,0.4,0.072,0.0,0.0,0.0,0.167,0.0,0.167,6.391,13.8,4.234,5.59,0.306
7,4.667,0.123,0.0,0.024,0.008,0.0,0.0,0.167,0.0,0.167,5.395,20.667,4.82,8.318,0.236
3,1.6,0.031,0.2,0.093,0.0,0.0,0.0,0.0,0.0,0.2,5.315,10.8,3.989,4.409,0.409
9,15.0,0.038,1.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,6.618,68.0,4.22,27.282,0.414
12,12.8,0.138,0.6,0.072,0.005,0.0,0.0,0.167,0.056,0.111,5.544,39.0,5.273,15.668,0.337
2,1.5,0.035,0.125,0.092,0.0,0.0,0.0,0.0,0.0,0.0,5.338,8.125,4.174,3.33,0.323
4,2.5,0.059,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,5.838,9.25,3.611,3.754,0.3
4,6.333,0.06,0.333,0.13,0.0,0.0,0.0,0.143,0.143,0.143,6.052,25.667,4.344,10.355,0.385
10,4.571,0.049,0.143,0.051,0.02,0.0,0.0,0.0,0.0,0.0,6.0,14.143,4.595,5.714,0.302
1,3.25,0.043,0.5,0.077,0.0,0.0,0.0,0.0,0.0,0.0,4.808,13.0,3.951,5.262,0.103
3,5.25,0.833,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,5.419,15.5,4.127,6.252,0.286
9,7.667,0.148,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.641,19.5,4.762,7.872,0.259
1,6,0.171,0.0,0.143,0.0,0.0,0.0,0,0,0,5.571,7.0,3.045,2.819,0.429
4,1.0,0.684,0.333,0.079,0.0,0.0,0.0,0.0,0.0,0.0,5.132,12.667,3.638,5.109,0.278
10,9.667,0.157,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.511,29.333,4.477,11.797,0.234
18,4.417,0.134,0.333,0.058,0.005,0.0,0.0,0.042,0.042,0.0,5.238,15.75,5.242,6.355,0.392
2,6.0,0.034,0.333,0.051,0.0,0.0,0.0,0.0,0.1,0.0,5.241,26.333,4.369,10.589,0.265
13,8.714,0.075,0.286,0.064,0.005,0.0,0.0,0.043,0.043,0.087,5.717,26.714,5.231,10.75,0.278
12,12.25,0.165,0.25,0.071,0.008,0.0,0.0,0.0,0.0,0.0,6.063,31.5,4.836,12.683,0.299
4,4.2,0.051,0.2,0.083,0.014,0.0,0.0,0.0,0.0,0.0,5.722,14.4,4.277,5.821,0.433
5,3.316,0.05,0.211,0.063,0.004,0.0,0.0,0.059,0.029,0.029,5.271,12.632,5.481,5.119,0.261
2,3.667,0.059,0.167,0.053,0.0,0.0,0.0,0.0,0.0,0.0,4.824,21.833,4.875,8.782,0.327
5,2.833,0.025,0.167,0.083,0.0,0.0,0.0,0.059,0.0,0.059,5.607,14.0,4.431,5.648,0.286
8,76.0,0.269,0.0,0.019,0.01,0.0,0.0,0.0,0.0,0.0,5.485,103.0,4.635,41.25,0.319
8,7.0,0.117,0.0,0.061,0.03,0.0,0.0,0.286,0.143,0.143,7.0,33.0,3.497,13.236,0.222
7,13.5,0.039,0.5,0.053,0.011,0.0,0.0,0.25,0.0,0.25,5.179,47.5,4.554,19.038,0.273
11,5.2,0.093,0.0,0.051,0.015,0.0,0.0,0.0,0.0,0.0,5.426,27.2,4.913,10.933,0.203
4,2.714,0.964,0.0,0.076,0.019,0.0,0.0,0.077,0.077,0.0,5.025,11.286,5.063,4.565,0.358
6,2.0,0.079,0.5,0.054,0.0,0.0,0.0,0.375,0.125,0.25,5.893,9.333,4.025,3.776,0.154
14,10.333,0.686,0.5,0.048,0.012,0.0,0.0,0.105,0.0,0.105,5.394,27.5,5.106,11.058,0.342
11,3.556,0.031,0.333,0.102,0.005,0.0,0.0,0.056,0.056,0.056,5.533,21.889,5.283,8.833,0.366
11,4.778,0.055,0.111,0.098,0.005,0.0,0.0,0.167,0.083,0.25,5.532,22.778,5.323,9.164,0.345
3,4.75,0.143,0.25,0.035,0.0,0.0,0.0,0.0,0.0,0.0,5.047,21.5,4.454,8.656,0.25
5,3.0,0.035,0.4,0.114,0.0,0.0,0.0,0.111,0.111,0.0,6.127,15.8,4.369,6.421,0.441
2,3.0,0.075,0.2,0.109,0.0,0.0,0.0,0.0,0.0,0.0,4.984,12.8,4.159,5.189,0.214
15,5.571,0.3,0.143,0.052,0.006,0.0,0.0,0.167,0.222,0.0,5.682,24.714,5.153,9.932,0.361
1,1.857,0.025,0.286,0.046,0.0,0.0,0.0,0.0,0.067,0.0,4.407,15.429,4.682,6.216,0.486
0,3.0,0.084,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,4.491,13.25,3.97,5.338,0.391
6,4.429,0.036,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,5.364,18.429,4.86,7.427,0.274
3,2.6,0.054,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.437,14.2,4.263,5.714,0.094
3,2.714,0.259,0.0,0.051,0.0,0.0,0.0,0.333,0.333,0.0,5.532,11.286,4.369,4.57,0.424
2,5.8,0.066,0.0,0.138,0.0,0.0,0.0,0.143,0.286,0.0,5.6,13.0,4.174,5.305,0.467
12,19.0,0.054,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,5.88,62.5,4.828,25.061,0.267
5,5.0,0.044,0.25,0.073,0.0,0.0,0.0,0.0,0.0,0.0,5.854,20.5,4.407,8.249,0.25
10,2.067,0.211,0.133,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.337,6.333,4.554,2.575,0.394
6,3.538,0.079,0.308,0.062,0.01,0.0,0.0,0.029,0.0,0.029,5.229,16.154,5.347,6.521,0.271
4,2.4,0.078,0.2,0.078,0.0,0.0,0.0,0.125,0.125,0.0,5.494,15.4,4.344,6.228,0.308
4,5.0,0.016,0.0,0.085,0.009,0.0,0.0,0.0,0.0,0.0,5.472,21.2,4.663,8.506,0.477
6,9,0.041,0.0,0.088,0.029,0.0,0.0,0,0,0,7.118,34.0,3.526,13.694,0.313
1,2.2,0.47,0.0,0.084,0.012,0.0,0.0,0.5,0.25,0.25,4.518,8.3,4.419,3.359,0.462
5,6.0,0.055,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,5.713,20.0,4.382,8.045,0.344
4,3.0,0.029,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,5.636,13.75,4.007,5.544,0.476
3,17.0,0.738,1.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,5.983,59.0,4.078,23.668,0.267
3,2.286,0.237,0.143,0.038,0.0,0.0,0.0,0.0,0.0,0.0,5.596,7.429,3.951,3.041,0.259
14,5.857,0.025,0.286,0.075,0.0,0.0,0.0,0.143,0.095,0.048,4.933,19.143,4.898,7.687,0.393
4,1.556,0.064,0.111,0.011,0.0,0.0,0.0,0.0,0.0,0.0,5.056,9.889,4.489,4.019,0.243
1,1.75,0.048,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.175,10.0,3.689,4.07,0.333
5,2.7,0.963,0.0,0.054,0.011,0.0,0.0,0.2,0.2,0.0,5.387,9.3,4.533,3.746,0.368
10,4.75,0.023,0.125,0.082,0.0,0.0,0.0,0.0,0.0,0.0,5.565,18.375,4.99,7.404,0.381
5,2.75,0.042,0.25,0.095,0.0,0.0,0.0,0.0,0.0,0.0,6.286,10.5,3.738,4.267,0.19
10,3.0,0.127,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,7.333,9.0,3.807,3.662,0.478
2,2.167,0.185,0.0,0.044,0.022,0.0,0.0,0.0,0.5,0.0,5.756,7.5,3.807,3.062,0.35
2,4.5,0.053,0.5,0.036,0.0,0.0,0.0,0.0,0.0,0.0,5.429,14.0,3.332,5.614,0.154
8,4.429,0.117,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.734,11.286,4.369,4.595,0.457
2,1.4,0.07,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,4.934,12.2,4.111,4.913,0.348
3,7,0.108,1.0,0.0,0.0,0.0,0.0,0,0,0,9.292,24.0,3.178,9.667,0.333
3,2.5,0.031,0.167,0.125,0.01,0.0,0.0,0.0,0.333,0.0,5.385,16.0,4.564,6.467,0.455
3,2.667,0.086,0.0,0.085,0.0,0.0,0.0,0.143,0.0,0.143,4.957,15.667,3.85,6.301,0.316
9,3.333,0.044,0.111,0.058,0.0,0.0,0.0,0.235,0.118,0.118,4.948,17.222,5.043,6.946,0.339
2,11.0,0.135,0.5,0.082,0.0,0.0,0.0,0.0,0.2,0.0,5.612,24.5,3.892,9.873,0.375
4,3.0,0.018,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,5.816,12.667,3.638,5.109,0.375
8,3.3,0.087,0.0,0.057,0.019,0.0,0.0,0.0,0.0,0.0,5.39,10.5,4.654,4.269,0.419
3,4.5,0.043,0.5,0.113,0.0,0.0,0.0,0.125,0.0,0.125,5.302,26.5,3.97,10.691,0.5
0,1.333,0.04,0.333,0.111,0.0,0.0,0.0,0.333,0.333,0.0,5.593,9.0,3.296,3.704,0.556
5,14.0,0.037,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.765,51.0,3.932,20.463,0.348
0,5.5,0.97,0.0,0.08,0.01,0.0,0.0,0.2,0.2,0.0,5.02,16.667,4.605,6.727,0.6
10,3.765,0.054,0.294,0.064,0.003,0.0,0.0,0.0,0.0,0.0,4.997,17.353,5.687,6.985,0.382
1,6.667,0.032,0.0,0.118,0.029,0.0,0.0,0.0,0.0,0.0,6.412,11.333,3.526,4.616,0.208
6,4.6,0.059,0.6,0.058,0.0,0.0,0.0,0.0,0.0,0.0,5.523,17.2,4.454,6.936,0.209
1,2.5,0.032,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,6.2,10.0,2.996,4.14,0.222
0,1.667,0.022,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.4,8.333,3.219,3.381,0.182
13,9.75,0.129,0.25,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.436,23.5,4.543,9.443,0.313
0,1.333,0.028,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,4.5,10.667,3.466,4.329,0.154
9,5.4,0.025,0.2,0.047,0.0,0.0,0.0,0.167,0.083,0.167,5.318,21.4,4.673,8.601,0.378
12,9.2,0.038,0.6,0.007,0.007,0.0,0.0,0.111,0.0,0.111,5.441,29.0,4.977,11.655,0.229
15,4.667,0.051,0.25,0.05,0.0,0.0,0.0,0.067,0.067,0.0,5.64,16.667,5.298,6.741,0.295
2,2.0,0.032,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,5.662,9.286,4.174,3.788,0.6
22,10.0,0.166,0.25,0.104,0.0,0.0,0.0,0.133,0.267,0.0,6.805,41.0,5.1,16.48,0.284
7,3.0,0.27,0.286,0.047,0.0,0.0,0.0,0.0,0.0,0.0,6.156,9.143,4.159,3.707,0.5
1,4.0,0.013,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,5.714,14.0,3.332,5.657,0.417
8,2.471,0.033,0.059,0.069,0.006,0.0,0.0,0.0,0.045,0.0,5.867,10.176,5.153,4.144,0.297
11,21.8,0.169,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,6.336,22.0,4.7,8.862,0.386
3,7.0,0.067,1.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,6.611,18.0,2.89,7.244,0.571
7,1.429,0.074,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,6.375,4.571,3.466,1.866,0.231
16,4.9,0.087,0.0,0.007,0.007,0.0,0.0,0.143,0.143,0.0,5.223,14.8,4.997,5.944,0.224
5,3.0,0.045,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,5.238,14.0,3.738,5.657,0.412
10,8.0,0.127,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,5.746,21.0,4.143,8.457,0.321
3,4.0,0.034,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,5.179,14.0,3.332,5.657,0.077
3,4.5,0.025,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,5.32,18.75,4.317,7.532,0.257
1,2.5,0.017,0.0,0.049,0.024,0.0,0.0,0.182,0.182,0.0,5.012,13.667,4.407,5.506,0.257
8,4.333,0.326,0.333,0.074,0.007,0.0,0.0,0.154,0.154,0.0,5.235,22.667,4.913,9.132,0.375
15,2.375,0.034,0.125,0.056,0.0,0.0,0.0,0.143,0.143,0.0,5.981,13.5,4.682,5.444,0.291
5,5.5,0.018,0.5,0.076,0.0,0.0,0.0,0.0,0.0,0.0,6.576,16.5,4.19,6.697,0.344
23,11.0,0.208,0.0,0.013,0.0,0.0,0.0,0.1,0.1,0.0,7.187,25.0,4.317,10.021,0.308
3,2.364,0.118,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,5.611,6.545,4.277,2.679,0.281
6,10.0,0.042,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.625,21.333,4.159,8.583,0.394
6,7.5,0.035,0.5,0.059,0.006,0.0,0.0,0.0,0.0,0.0,5.249,42.25,5.13,16.954,0.286
4,3.333,0.031,0.167,0.102,0.0,0.0,0.0,0.1,0.0,0.1,5.324,18.0,4.682,7.256,0.41
4,2.333,0.038,0.167,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.873,10.5,4.143,4.263,0.321
5,5.0,0.039,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5.505,25.25,4.615,10.159,0.356
4,3.333,0.034,0.333,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.531,18.833,4.727,7.604,0.26
2,5.0,0.124,0.333,0.091,0.0,0.0,0.0,0.0,0.0,0.0,5.295,14.667,3.784,5.93,0.6
8,8.0,0.171,0.25,0.088,0.0,0.0,0.0,0.077,0.0,0.077,5.527,22.75,4.511,9.14,0.372
19,3.143,0.141,0.286,0.049,0.004,0.0,0.0,0.0,0.0,0.0,4.938,16.0,5.412,6.454,0.267
16,9.125,0.868,0.0,0.086,0.014,0.0,0.0,0.143,0.214,0.0,5.072,17.375,4.934,6.967,0.368
12,10.2,0.133,0.2,0.071,0.008,0.0,0.0,0.0,0.0,0.0,6.047,25.4,4.844,10.239,0.328
4,5.0,0.03,0.333,0.048,0.0,0.0,0.0,0.0,0.0,0.0,5.746,21.0,4.143,8.438,0.233
10,14.0,0.059,0.5,0.112,0.0,0.0,0.0,0.0,0.0,0.0,5.303,44.5,4.489,17.836,0.356
1,1.75,0.616,0.25,0.192,0.0,0.0,0.0,0.0,0.0,0.0,6.115,6.5,3.258,2.692,0.357
4,4.667,0.426,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.733,7.5,3.807,3.071,0.529
2,1.333,0.025,0.667,0.086,0.0,0.0,0.0,0.077,0.0,0.077,5.407,27.0,4.394,10.864,0.22
13,3.714,0.033,0.286,0.074,0.008,0.0,0.0,0.053,0.053,0.053,5.818,17.286,4.796,6.961,0.455
12,4.5,0.042,0.333,0.109,0.005,0.0,0.0,0.0,0.053,0.0,5.815,17.583,5.352,7.126,0.301
4,20,0.078,0.0,0.028,0.0,0.0,0.0,0,0,0,6.444,4.0,3.584,1.667,0.294
4,2.667,0.102,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,5.065,10.333,3.434,4.172,0.133
5,7.667,0.056,0.333,0.123,0.0,0.0,0.0,0.111,0.111,0.111,5.926,27.0,4.394,10.879,0.425
5,3.714,0.265,0.286,0.055,0.009,0.0,0.0,0.063,0.063,0.0,4.743,15.571,4.691,6.261,0.385
8,5.8,0.079,0.2,0.106,0.0,0.0,0.0,0.0,0.0,0.0,5.827,20.8,4.644,8.389,0.711
1,2.25,0.047,0.75,0.058,0.0,0.0,0.0,0.0,0.0,0.0,5.231,13.0,3.951,5.269,0.25
3,2.0,0.047,0.4,0.053,0.0,0.0,0.0,0.091,0.0,0.091,5.133,15.0,4.317,6.043,0.057
5,10.667,0.038,0.333,0.077,0.0,0.0,0.0,0.0,0.0,0.0,5.677,21.667,4.174,8.722,0.241
5,8.0,0.327,0.5,0.136,0.015,0.0,0.0,0.0,0.0,0.0,4.909,33.0,4.19,13.255,0.226
14,3.667,0.991,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,5.397,19.333,4.06,7.747,0.37
13,6.6,0.052,0.2,0.03,0.02,0.0,0.0,0.0,0.0,0.0,5.594,20.2,4.615,8.135,0.14
6,11.0,0.045,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,3.219,10.064,0.111
2,8.0,0.019,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,5.579,38.0,3.638,15.263,0.438
1,2.2,0.026,0.4,0.078,0.0,0.0,0.0,0.25,0.25,0.0,5.294,10.2,3.932,4.135,0.318
11,4.8,0.988,0.0,0.024,0.0,0.0,0.0,0.154,0.077,0.077,5.024,25.4,4.844,10.201,0.2
4,4.0,0.098,0.75,0.026,0.0,0.0,0.0,0.143,0.0,0.286,5.5,19.5,4.357,7.872,0.333
23,10.0,0.026,0.333,0.049,0.0,0.0,0.0,0.091,0.091,0.0,5.176,30.333,5.204,12.166,0.212
3,4.4,0.043,0.2,0.055,0.011,0.0,0.0,0.0,0.0,0.0,5.275,18.2,4.511,7.359,0.35
0,1.333,0.021,0.167,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.833,8.0,3.871,3.292,0.208
4,6.5,0.056,1.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,4.836,27.5,4.007,11.022,0.174
4,10.0,0.077,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,6.147,34.0,4.22,13.665,0.229
17,11.333,0.243,0.167,0.034,0.006,0.0,0.0,0.0,0.0,0.0,6.017,29.0,5.159,11.671,0.263
5,4.4,0.053,0.4,0.054,0.009,0.0,0.0,0.0,0.0,0.0,4.775,22.2,4.71,8.916,0.265
2,5.0,0.11,0.333,0.063,0.0,0.0,0.0,0.091,0.091,0.0,5.537,26.667,4.382,10.752,0.297
1,6.0,0.044,1.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,2.944,7.642,0.25
0,3.6,0.047,0.2,0.019,0.0,0.0,0.0,0.111,0.0,0.111,4.923,10.4,3.951,4.222,0.154
3,2.5,0.076,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.458,12.0,3.178,4.883,0.25
0,4.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.667,21.0,3.045,8.495,0.111
19,6.182,0.342,0.091,0.059,0.0,0.0,0.0,0.0,0.067,0.0,5.868,13.818,5.024,5.604,0.315
0,2.25,0.127,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,5.267,3.75,2.708,1.527,0.4
6,16.0,0.054,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,6.051,79.0,4.369,31.716,0.459
3,7.0,0.037,0.4,0.063,0.007,0.0,0.0,0.111,0.0,0.111,4.866,28.4,4.956,11.416,0.317
1,2.0,0.075,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,6.108,12.333,3.611,4.998,0.389
6,5.0,0.902,0.0,0.081,0.0,0.0,0.0,0.143,0.0,0.143,5.189,14.8,4.304,5.974,0.27
8,3.143,0.148,0.0,0.104,0.009,0.0,0.0,0.1,0.1,0.0,5.604,15.143,4.663,6.102,0.511
3,4.0,0.024,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,6.917,12.0,3.584,4.878,0.19
4,11.0,0.077,1.0,0.05,0.0,0.0,0.0,0.5,0.5,0.5,5.525,40.0,3.689,16.05,0.333
5,2.5,0.136,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,5.378,11.25,3.807,4.544,0.182
3,2.429,0.133,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.429,4.19,3.826,0.107
16,12.8,0.715,0.2,0.071,0.014,0.0,0.0,0.133,0.2,0.0,5.475,28.2,4.949,11.325,0.3
1,2.375,0.029,0.125,0.056,0.0,0.0,0.0,0.0,0.0,0.0,6.264,9.0,4.277,3.683,0.342
4,1.938,0.137,0.063,0.099,0.0,0.0,0.0,0.091,0.182,0.0,5.092,8.875,4.956,3.604,0.262
2,2.5,0.019,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,6.75,8.0,2.773,3.35,0.429
5,9.0,0.062,0.667,0.09,0.0,0.0,0.0,0.091,0.0,0.091,4.793,37.0,4.71,14.84,0.362
5,3.2,0.04,0.2,0.039,0.0,0.0,0.0,0.083,0.0,0.083,4.87,15.4,4.344,6.196,0.235
4,2.143,0.11,0.143,0.012,0.012,0.0,0.0,0.143,0.143,0.0,4.469,11.571,4.394,4.673,0.323
1,1.5,0.045,0.5,0.105,0.0,0.0,0.0,0.0,0.0,0.0,5.842,9.5,2.944,3.863,0.182
6,4.0,0.055,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,5.174,11.5,3.829,4.661,0.286
3,3.0,0.099,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,6.04,8.333,3.219,3.381,0.857
12,6.0,0.964,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,5.723,21.667,4.868,8.719,0.292
13,3.333,0.025,0.0,0.072,0.004,0.0,0.0,0.111,0.111,0.0,5.373,19.667,5.464,7.918,0.343
3,2.833,0.067,0.0,0.109,0.018,0.0,0.0,0.0,0.0,0.0,4.873,9.167,4.007,3.696,0.28
5,3.286,0.191,0.143,0.089,0.0,0.0,0.0,0.1,0.1,0.0,5.867,12.857,4.5,5.196,0.514
5,52.0,0.277,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,5.515,68.0,4.22,27.253,0.37
3,2.857,0.039,0.286,0.049,0.024,0.0,0.0,0.0,0.0,0.0,5.0,11.714,4.407,4.72,0.263
4,2.091,0.046,0.0,0.067,0.0,0.0,0.0,0.133,0.133,0.0,5.152,9.545,4.654,3.887,0.34
1,2.667,0.027,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,5.591,11.0,4.19,4.467,0.444
6,2.6,0.068,0.1,0.069,0.008,0.0,0.0,0.0,0.0,0.0,5.631,13.0,4.868,5.274,0.421
1,7.0,0.023,1.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,5.293,41.0,3.714,16.478,0.313
2,3.286,0.701,0.143,0.115,0.016,0.0,0.0,0.333,0.0,0.333,5.361,8.714,4.111,3.545,0.522
6,4.8,0.064,0.6,0.067,0.007,0.0,0.0,0.111,0.0,0.111,5.731,26.8,4.898,10.801,0.311
8,4.8,0.072,0.2,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.402,18.4,4.522,7.421,0.238
20,3.063,0.054,0.25,0.1,0.005,0.0,0.0,0.091,0.045,0.045,5.721,13.688,5.389,5.539,0.446
9,12.0,0.019,1.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,5.706,59.5,4.779,23.861,0.54
10,2.571,0.027,0.071,0.027,0.004,0.0,0.0,0.091,0.045,0.045,5.174,16.0,5.412,6.441,0.344
8,5.0,0.07,0.5,0.042,0.0,0.0,0.0,0.0,0.0,0.0,5.367,20.0,4.787,8.063,0.18
19,10.5,0.798,0.0,0.074,0.011,0.0,0.0,0.182,0.182,0.0,5.596,15.667,4.543,6.275,0.389
4,3.25,0.958,0.0,0.08,0.009,0.0,0.0,0.125,0.125,0.0,5.875,14.0,4.718,5.65,0.426
6,5.0,0.076,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,4.31,29.0,4.06,11.641,0.318
10,40,0.855,0.0,0.0,0.0,0.0,0.0,1,1,0,5.684,9.5,3.638,3.821,0.357
0,1.75,0.021,0.5,0.095,0.0,0.0,0.0,0.0,0.0,0.0,5.548,10.5,3.738,4.267,0.35
2,4.5,0.053,0.5,0.036,0.0,0.0,0.0,0.0,0.0,0.0,5.429,14.0,3.332,5.614,0.154
6,2.182,0.042,0.091,0.072,0.0,0.0,0.0,0.2,0.0,0.2,5.446,7.545,4.419,3.076,0.378
11,8.25,0.024,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,6.193,33.75,4.905,13.583,0.357
5,8.0,0.135,0.333,0.091,0.0,0.0,0.0,0.0,0.0,0.0,6.218,18.333,4.007,7.384,0.333
